EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
153,47,Non-Travel,1188,Research & Development,6,2,Human Resources,2,Male,78,3,1,Healthcare Representative,4,Divorced,2948,16716,9,No,13,3,4,3,36,5,3,27,13,11,5,No
154,28,Travel_Rarely,1131,Research & Development,5,3,Human Resources,3,Female,60,2,1,Human Resources,4,Married,7306,19868,3,Yes,11,4,3,2,25,3,4,17,6,4,8,No
155,45,Travel_Rarely,1424,Human Resources,26,4,Other,4,Male,51,2,2,Healthcare Representative,1,Single,9251,17150,5,Yes,13,3,4,0,3,3,4,12,11,5,13,Yes
156,42,Travel_Frequently,442,Research & Development,1,2,Human Resources,1,Male,73,1,4,Human Resources,1,Divorced,9092,19074,3,Yes,20,3,4,0,37,3,4,35,3,3,10,Yes
157,56,Non-Travel,431,Human Resources,12,3,Other,1,Male,93,1,3,Manager,3,Married,13363,26467,8,No,12,4,3,3,34,6,2,39,15,7,5,No
158,50,Travel_Frequently,537,Research & Development,27,4,Other,2,Male,54,2,5,Laboratory Technician,1,Single,15066,8125,8,No,21,3,1,2,10,4,2,11,9,9,14,No
159,18,Non-Travel,273,Research & Development,26,4,Medical,2,Male,80,4,1,Manufacturing Director,3,Divorced,17129,11204,2,Yes,15,3,2,3,35,3,1,21,15,14,8,Yes
160,44,Travel_Rarely,658,Sales,11,2,Life Sciences,4,Female,36,3,2,Manufacturing Director,3,Divorced,16776,25052,6,Yes,18,3,2,0,24,5,2,1,4,2,10,No
161,30,Travel_Frequently,626,Research & Development,4,1,Marketing,2,Male,35,3,2,Sales Executive,3,Single,1189,4347,4,No,15,3,2,0,19,4,3,39,15,10,1,No
162,58,Travel_Frequently,758,Research & Development,27,1,Other,3,Male,53,1,2,Laboratory Technician,3,Divorced,12752,16743,8,No,11,4,4,3,0,1,3,27,0,12,5,No
163,20,Non-Travel,125,Sales,18,2,Life Sciences,4,Female,48,4,5,Laboratory Technician,2,Married,8482,5708,1,No,13,4,4,2,29,4,3,12,4,4,13,No
164,56,Travel_Rarely,919,Human Resources,4,4,Human Resources,3,Female,38,2,5,Sales Executive,3,Divorced,17679,24760,2,No,22,4,3,1,3,1,1,32,12,1,13,Yes
165,23,Travel_Frequently,704,Human Resources,17,2,Technical Degree,1,Female,65,1,1,Human Resources,1,Married,1799,26314,9,Yes,15,4,1,3,22,3,1,2,12,2,12,Yes
166,25,Travel_Rarely,505,Research & Development,2,3,Other,3,Male,69,2,5,Sales Executive,1,Single,10934,12114,4,Yes,17,4,3,0,34,3,1,33,2,7,4,Yes
167,44,Travel_Frequently,331,Human Resources,29,1,Human Resources,1,Male,53,2,1,Human Resources,1,Single,9788,2637,4,Yes,15,3,3,1,21,1,1,22,16,10,8,Yes
168,26,Travel_Rarely,632,Research & Development,24,3,Human Resources,3,Male,77,1,5,Sales Executive,1,Divorced,10909,7866,9,No,24,3,1,3,30,2,4,31,4,4,10,Yes
169,54,Non-Travel,604,Sales,22,2,Human Resources,1,Male,92,4,5,Research Scientist,2,Single,13415,25177,6,No,20,3,4,1,0,5,1,19,4,13,6,No
170,50,Travel_Frequently,278,Sales,2,2,Human Resources,2,Female,98,3,5,Research Scientist,4,Single,11790,5008,7,Yes,15,3,3,3,3,4,1,27,14,2,1,Yes
171,59,Travel_Frequently,231,Research & Development,12,4,Human Resources,3,Female,82,1,1,Manager,4,Divorced,14846,25600,7,No,17,4,3,0,18,5,2,7,9,4,11,No
172,41,Travel_Rarely,447,Sales,6,4,Other,1,Male,83,4,3,Sales Representative,3,Married,5714,18251,0,Yes,23,4,4,3,29,5,4,2,11,8,4,No
173,32,Travel_Rarely,639,Sales,10,4,Marketing,3,Male,71,2,1,Sales Executive,3,Divorced,12408,25756,0,No,18,3,2,1,0,0,3,29,10,2,1,No
174,49,Travel_Frequently,871,Research & Development,25,3,Medical,4,Male,74,1,3,Laboratory Technician,1,Divorced,3839,7600,2,Yes,24,4,1,2,18,3,2,24,0,11,13,Yes
175,49,Non-Travel,175,Research & Development,23,4,Human Resources,2,Male,43,3,2,Research Scientist,1,Married,4513,13649,0,Yes,18,3,1,0,20,4,1,29,2,14,6,Yes
176,41,Travel_Rarely,678,Sales,25,2,Human Resources,1,Female,58,3,2,Research Director,4,Married,14601,13366,0,Yes,17,3,2,0,21,5,3,28,3,9,4,No
177,58,Travel_Rarely,953,Human Resources,21,4,Medical,4,Female,35,2,1,Human Resources,4,Married,2135,13880,9,Yes,23,4,1,1,1,4,3,29,2,6,3,Yes
178,29,Travel_Rarely,293,Human Resources,23,1,Other,3,Male,36,1,3,Research Scientist,1,Divorced,12913,19783,7,No,24,4,2,3,5,5,3,33,17,7,9,No
179,56,Travel_Frequently,1285,Research & Development,27,4,Life Sciences,4,Female,66,3,3,Research Scientist,3,Married,11101,26387,0,Yes,13,4,3,3,20,3,2,24,2,4,15,Yes
180,19,Travel_Frequently,446,Research & Development,16,3,Technical Degree,3,Male,82,1,3,Human Resources,2,Single,19631,19889,8,Yes,21,3,1,3,32,5,4,16,6,2,5,No
181,20,Travel_Frequently,1050,Human Resources,14,1,Technical Degree,2,Male,47,3,2,Manufacturing Director,2,Married,7548,24226,1,Yes,12,4,1,0,18,1,4,23,0,10,5,No
182,54,Travel_Frequently,1484,Sales,7,1,Life Sciences,4,Female,67,2,1,Healthcare Representative,4,Single,5516,10441,8,Yes,11,3,3,0,26,3,3,37,17,5,8,No
183,34,Non-Travel,1210,Human Resources,28,1,Other,2,Male,88,2,4,Human Resources,4,Married,5102,7320,6,No,16,4,4,1,36,4,1,27,1,12,0,No
184,19,Non-Travel,1385,Human Resources,28,3,Technical Degree,1,Female,30,1,3,Manager,4,Single,17217,10727,8,Yes,23,3,4,3,28,6,4,32,11,11,15,Yes
185,19,Travel_Frequently,313,Human Resources,19,2,Medical,3,Male,97,4,3,Human Resources,2,Single,18932,13724,2,Yes,19,4,3,3,27,2,4,35,16,2,16,No
186,45,Non-Travel,672,Human Resources,23,4,Life Sciences,3,Female,73,4,4,Human Resources,2,Single,5511,8443,0,No,13,3,1,1,33,5,1,6,2,8,12,Yes
187,40,Travel_Rarely,879,Research & Development,17,1,Marketing,2,Male,76,2,1,Sales Representative,1,Single,15024,21933,0,Yes,15,3,1,0,0,1,2,22,11,1,5,Yes
188,54,Travel_Rarely,361,Research & Development,9,1,Other,2,Female,64,3,3,Human Resources,3,Single,12413,15394,9,Yes,19,4,1,0,24,3,2,25,11,12,1,No
189,49,Travel_Rarely,829,Sales,26,1,Life Sciences,1,Male,89,4,1,Healthcare Representative,4,Married,17319,8952,5,Yes,24,3,2,2,20,0,1,13,5,2,7,No
190,50,Travel_Frequently,382,Sales,13,2,Technical Degree,4,Male,81,2,3,Healthcare Representative,1,Divorced,13715,10649,6,Yes,24,4,4,2,33,6,2,27,9,6,3,Yes
191,18,Travel_Rarely,461,Sales,22,2,Other,3,Female,37,3,5,Research Director,2,Divorced,8975,21122,8,No,19,4,1,3,25,6,3,23,5,13,8,No
192,36,Non-Travel,540,Sales,5,3,Medical,3,Male,70,3,3,Manufacturing Director,1,Divorced,13621,5369,5,No,17,4,4,0,35,3,4,6,13,13,6,No
193,19,Travel_Frequently,192,Human Resources,23,2,Other,1,Female,32,4,5,Human Resources,2,Divorced,11511,22519,4,No,24,3,4,3,34,6,2,35,1,9,0,Yes
194,43,Non-Travel,852,Research & Development,5,4,Other,1,Female,98,2,1,Sales Representative,3,Divorced,11558,9983,1,No,14,4,1,0,22,4,3,38,10,7,13,No
195,49,Travel_Rarely,966,Research & Development,10,3,Medical,2,Male,43,3,3,Sales Representative,2,Single,1526,13888,1,No,21,3,3,2,16,4,3,14,14,4,1,No
196,23,Travel_Rarely,241,Sales,21,3,Human Resources,2,Male,55,3,2,Laboratory Technician,1,Married,2753,21795,7,No,12,4,3,1,11,0,3,2,7,4,7,No
197,49,Travel_Rarely,1414,Sales,27,4,Medical,4,Male,99,1,2,Manufacturing Director,3,Single,15656,7635,0,Yes,12,4,4,0,19,1,3,1,12,4,10,Yes
198,21,Travel_Frequently,848,Human Resources,10,4,Other,1,Male,87,1,4,Sales Representative,2,Married,11220,6069,7,Yes,14,3,2,2,38,4,3,6,9,3,4,No
199,28,Non-Travel,752,Human Resources,27,4,Medical,4,Female,69,4,2,Healthcare Representative,4,Married,19038,8251,9,Yes,11,3,4,2,26,1,1,15,8,8,11,No
200,34,Travel_Frequently,800,Sales,7,3,Human Resources,1,Male,80,1,5,Laboratory Technician,2,Married,13741,13579,6,Yes,24,4,4,0,36,1,4,20,17,5,4,Yes
201,55,Travel_Frequently,1097,Research & Development,26,3,Life Sciences,3,Male,34,2,2,Sales Executive,3,Married,5841,21569,6,No,14,3,3,3,19,3,4,8,6,12,6,No
202,41,Travel_Rarely,148,Research & Development,15,3,Medical,1,Male,61,4,2,Sales Representative,1,Divorced,5041,21622,4,Yes,22,4,1,0,10,1,1,11,2,11,1,Yes
203,22,Travel_Frequently,1425,Research & Development,7,4,Medical,1,Female,30,4,2,Manager,3,Married,9965,26836,2,Yes,24,3,1,2,27,5,1,28,11,12,16,No
204,51,Travel_Frequently,980,Sales,29,4,Other,3,Male,83,1,3,Sales Representative,1,Married,15418,7737,6,No,21,3,2,0,1,4,3,23,14,7,12,No
205,23,Travel_Rarely,1313,Research & Development,27,1,Life Sciences,1,Female,40,3,4,Research Scientist,2,Divorced,5417,11439,6,Yes,16,4,3,1,23,4,2,32,12,7,10,Yes
206,39,Travel_Frequently,1259,Human Resources,15,2,Marketing,4,Male,82,2,1,Manufacturing Director,2,Single,9977,4573,6,Yes,16,3,3,3,15,2,4,13,5,4,4,No
207,28,Travel_Rarely,654,Human Resources,3,1,Marketing,2,Female,37,2,4,Research Scientist,3,Single,15587,25237,1,No,17,4,4,0,11,6,2,17,7,11,12,No
208,33,Travel_Rarely,503,Sales,19,4,Technical Degree,2,Male,54,2,5,Research Director,4,Single,1448,2125,2,Yes,15,4,3,2,15,1,4,4,13,8,12,No
209,50,Travel_Rarely,991,Human Resources,10,3,Medical,4,Male,69,4,3,Sales Representative,2,Single,5585,11421,2,Yes,19,3,4,2,35,2,3,14,2,1,7,Yes
210,26,Travel_Rarely,964,Sales,28,4,Medical,3,Female,61,2,3,Sales Executive,4,Married,13751,13403,3,No,12,4,2,3,1,3,2,6,15,13,10,No
211,23,Travel_Frequently,701,Research & Development,29,2,Life Sciences,1,Male,57,3,2,Research Scientist,4,Divorced,9108,3306,8,Yes,12,3,3,0,24,2,4,24,17,7,7,No
212,33,Travel_Rarely,440,Research & Development,15,1,Human Resources,4,Male,32,3,2,Research Scientist,3,Divorced,16534,4101,9,Yes,14,3,3,2,28,6,4,13,16,2,9,Yes
213,46,Travel_Rarely,803,Research & Development,3,1,Marketing,2,Male,91,1,5,Manufacturing Director,2,Single,12443,16681,0,Yes,14,4,4,3,27,1,3,39,17,6,10,No
214,20,Travel_Frequently,417,Human Resources,6,3,Technical Degree,2,Female,56,2,3,Laboratory Technician,4,Divorced,1294,2135,6,Yes,14,3,3,1,9,6,2,35,9,12,0,No
215,37,Travel_Frequently,717,Sales,12,1,Life Sciences,4,Male,74,4,1,Sales Executive,2,Married,2238,9311,6,Yes,11,4,1,3,22,4,3,34,16,8,6,No
216,53,Non-Travel,1486,Research & Development,15,1,Medical,2,Female,54,1,4,Research Scientist,1,Single,16321,19843,3,No,14,4,2,0,31,3,2,23,15,13,7,No
217,36,Travel_Frequently,481,Sales,6,4,Marketing,4,Female,90,3,3,Human Resources,4,Married,17074,22615,0,Yes,22,3,1,0,30,1,2,14,1,10,5,No
218,43,Travel_Frequently,332,Research & Development,13,1,Technical Degree,2,Female,73,2,1,Sales Executive,3,Married,14049,26040,2,Yes,15,3,4,2,18,3,4,10,3,4,13,Yes
219,20,Non-Travel,1467,Human Resources,29,1,Other,4,Male,75,3,1,Human Resources,3,Married,3816,2812,4,Yes,19,4,4,1,14,0,1,23,10,14,6,Yes
220,36,Travel_Frequently,916,Human Resources,19,1,Marketing,1,Female,43,1,4,Sales Representative,4,Married,2098,26284,1,No,13,4,4,0,32,1,2,10,6,10,2,No
221,37,Travel_Frequently,652,Sales,3,3,Technical Degree,1,Female,37,3,1,Research Scientist,2,Married,15679,12130,6,No,13,4,2,2,16,0,2,16,16,7,1,Yes
222,49,Travel_Frequently,955,Human Resources,8,3,Life Sciences,1,Male,77,2,5,Research Scientist,1,Single,2737,25952,9,No,24,3,3,3,35,2,3,5,5,3,2,No
223,24,Travel_Frequently,918,Human Resources,8,4,Other,1,Female,43,2,1,Healthcare Representative,1,Married,19573,19254,9,Yes,15,3,1,3,19,1,2,20,9,14,13,No
224,58,Non-Travel,282,Sales,23,1,Technical Degree,2,Female,94,1,5,Healthcare Representative,3,Single,3765,17227,6,Yes,20,4,3,0,8,0,2,7,3,13,12,No
225,50,Travel_Frequently,1164,Research & Development,26,3,Technical Degree,3,Male,36,2,1,Manufacturing Director,3,Divorced,18606,15760,9,Yes,16,3,4,1,37,5,2,14,0,0,7,Yes
226,57,Travel_Frequently,496,Human Resources,20,3,Medical,4,Male,78,3,2,Laboratory Technician,2,Married,15230,10826,4,Yes,13,4,3,2,2,4,2,31,6,0,3,No
227,56,Non-Travel,878,Sales,15,4,Human Resources,3,Female,84,3,1,Manufacturing Director,3,Married,12434,15939,9,Yes,11,3,2,0,1,2,2,9,15,5,14,No
228,35,Travel_Rarely,1006,Human Resources,4,2,Marketing,2,Male,42,4,5,Manufacturing Director,2,Divorced,13091,2668,5,No,20,4,4,2,17,1,1,27,16,7,11,No
229,57,Non-Travel,1456,Human Resources,19,1,Medical,2,Male,85,4,1,Research Scientist,4,Single,1410,19677,0,Yes,18,4,3,3,22,1,4,14,4,9,13,Yes
230,18,Travel_Rarely,226,Human Resources,21,3,Other,3,Male,85,4,1,Healthcare Representative,1,Married,5786,10460,3,Yes,22,4,1,2,18,4,2,11,9,1,6,No
231,28,Non-Travel,100,Human Resources,3,4,Human Resources,3,Female,44,3,1,Healthcare Representative,4,Divorced,10069,10673,3,No,11,4,4,3,6,4,3,17,6,10,11,No
232,45,Non-Travel,1291,Sales,13,4,Technical Degree,2,Female,86,3,5,Healthcare Representative,3,Divorced,18170,5390,7,No,12,4,4,1,34,6,3,36,12,3,8,No
233,42,Travel_Frequently,118,Sales,8,4,Medical,2,Male,87,1,1,Sales Executive,1,Married,19493,11453,1,No,13,4,2,1,19,0,2,23,6,2,9,No
234,40,Travel_Rarely,1455,Sales,23,3,Human Resources,4,Female,64,4,4,Manager,1,Single,6835,17904,0,No,16,3,2,3,19,0,2,36,14,12,7,No
235,48,Travel_Frequently,683,Human Resources,16,1,Marketing,1,Male,45,3,4,Research Scientist,4,Single,2986,17396,6,No,14,4,1,0,18,0,2,28,16,8,1,No
236,47,Travel_Rarely,555,Human Resources,13,2,Other,1,Male,37,1,5,Sales Representative,2,Married,9126,26678,5,Yes,14,4,3,3,15,6,1,9,2,2,15,Yes
237,59,Non-Travel,1056,Human Resources,3,1,Life Sciences,4,Male,74,3,2,Manufacturing Director,1,Divorced,10070,23933,4,Yes,19,4,3,2,37,3,4,13,4,10,9,No
238,52,Non-Travel,1232,Sales,16,4,Medical,3,Male,69,1,4,Healthcare Representative,2,Married,8300,23271,7,Yes,16,4,4,2,20,2,3,15,9,7,5,Yes
239,24,Travel_Rarely,1391,Human Resources,9,4,Other,2,Male,83,4,3,Healthcare Representative,4,Single,16548,6334,1,Yes,22,4,4,2,28,1,1,36,4,13,5,Yes
240,33,Travel_Frequently,544,Research & Development,28,2,Life Sciences,3,Female,43,4,4,Healthcare Representative,4,Divorced,3403,24068,1,Yes,12,3,3,0,37,2,1,10,6,6,12,Yes
241,43,Travel_Frequently,1363,Human Resources,14,1,Medical,1,Female,88,4,3,Research Scientist,2,Married,9262,25134,8,No,17,4,3,1,23,4,2,25,6,0,16,No
242,19,Travel_Frequently,1424,Research & Development,13,4,Other,1,Female,82,3,5,Healthcare Representative,4,Divorced,11502,18285,0,Yes,23,4,3,1,36,5,4,39,13,7,1,No
243,18,Travel_Frequently,701,Human Resources,21,4,Other,3,Female,56,3,2,Laboratory Technician,1,Single,7701,4235,5,Yes,13,4,4,2,28,2,2,18,14,8,6,Yes
244,29,Non-Travel,202,Sales,25,1,Human Resources,1,Male,76,1,3,Manufacturing Director,4,Single,4295,23367,2,No,19,4,2,0,30,2,3,17,4,7,13,No
245,22,Non-Travel,1087,Human Resources,7,4,Medical,2,Male,35,2,3,Research Scientist,4,Single,16687,26136,4,No,16,3,2,2,38,0,4,29,4,9,14,No
246,54,Non-Travel,1373,Research & Development,15,1,Other,4,Female,84,2,4,Manufacturing Director,1,Married,13875,7019,7,Yes,18,3,1,1,11,4,2,31,3,9,7,Yes
247,49,Non-Travel,619,Research & Development,7,4,Technical Degree,3,Female,73,4,3,Human Resources,2,Divorced,3121,26425,6,Yes,23,4,3,3,29,2,3,22,8,0,8,Yes
248,26,Non-Travel,1276,Human Resources,6,1,Medical,2,Male,47,2,5,Research Director,4,Married,4582,20961,3,No,23,4,3,2,3,1,1,11,11,14,10,No
249,58,Travel_Frequently,958,Research & Development,2,2,Other,2,Male,45,4,5,Laboratory Technician,2,Married,15477,2675,7,Yes,11,3,3,2,29,0,3,12,15,10,2,Yes
250,52,Travel_Frequently,273,Research & Development,9,4,Human Resources,1,Male,41,1,5,Sales Executive,1,Married,10821,20823,9,No,12,4,1,2,4,6,3,20,7,12,13,No
251,36,Travel_Frequently,1466,Sales,22,2,Life Sciences,2,Female,49,2,4,Sales Executive,2,Married,6700,11873,1,Yes,16,3,3,1,15,2,3,20,8,10,7,No
252,33,Travel_Frequently,1104,Human Resources,24,4,Life Sciences,3,Male,74,2,2,Manager,2,Divorced,8232,7587,6,No,13,4,2,0,26,4,4,28,11,6,2,No
253,20,Non-Travel,530,Human Resources,17,4,Technical Degree,2,Male,93,4,4,Laboratory Technician,3,Divorced,5288,7945,4,No,11,3,3,3,3,5,1,28,6,12,13,No
254,37,Non-Travel,826,Human Resources,5,3,Medical,4,Female,88,1,5,Manufacturing Director,3,Married,2085,6767,5,No,16,3,1,3,7,1,4,26,3,8,7,No
255,41,Non-Travel,949,Research & Development,12,1,Human Resources,2,Female,51,2,4,Sales Executive,4,Married,16891,9004,2,Yes,15,4,4,3,7,5,1,28,2,13,16,Yes
256,50,Travel_Rarely,1447,Human Resources,1,2,Other,2,Female,76,2,5,Research Director,3,Single,16600,9728,9,No,23,4,4,2,16,4,2,14,0,4,7,No
257,41,Travel_Frequently,1089,Human Resources,10,2,Other,4,Male,58,2,1,Sales Executive,3,Single,9645,8609,6,No,19,4,2,1,2,4,2,11,6,1,4,No
258,28,Travel_Frequently,738,Sales,11,2,Life Sciences,2,Male,74,1,1,Healthcare Representative,3,Divorced,9810,23318,6,Yes,16,4,2,3,26,4,3,18,8,13,11,No
259,25,Non-Travel,519,Sales,16,1,Human Resources,2,Female,38,1,3,Manager,2,Single,9828,22032,1,Yes,15,3,2,2,33,5,3,11,1,7,1,Yes
260,53,Travel_Frequently,693,Sales,14,3,Technical Degree,1,Male,53,2,2,Research Scientist,2,Divorced,19732,9131,0,Yes,11,3,4,0,20,3,4,22,6,14,16,Yes
261,55,Travel_Frequently,584,Research & Development,8,2,Life Sciences,3,Male,44,4,1,Sales Representative,3,Divorced,5874,19696,9,No,11,4,3,2,23,1,1,4,9,8,12,No
262,57,Non-Travel,511,Human Resources,24,1,Life Sciences,1,Male,65,4,5,Sales Representative,1,Divorced,14767,6099,1,No,21,3,1,3,28,4,1,25,1,6,13,No
263,37,Travel_Rarely,1035,Sales,17,4,Technical Degree,3,Female,42,2,4,Sales Executive,3,Single,11913,20038,7,No,11,4,1,3,38,3,1,9,12,11,8,No
264,52,Travel_Rarely,1207,Sales,25,2,Medical,4,Female,73,1,4,Manufacturing Director,1,Single,17215,17859,9,Yes,17,4,3,0,5,0,3,21,2,12,8,No
265,42,Travel_Rarely,1236,Sales,18,2,Other,4,Male,65,2,3,Manufacturing Director,2,Divorced,19733,17582,2,Yes,16,4,4,1,13,3,3,38,12,4,8,Yes
266,52,Non-Travel,431,Human Resources,12,3,Medical,4,Male,90,1,4,Healthcare Representative,1,Divorced,15332,24402,3,No,24,3,4,0,13,0,1,22,9,7,5,No
267,42,Travel_Frequently,754,Human Resources,25,2,Human Resources,3,Male,69,2,1,Sales Executive,2,Married,5432,19669,7,Yes,15,4,1,0,36,5,3,10,11,14,11,Yes
268,46,Non-Travel,140,Human Resources,17,2,Marketing,3,Male,56,1,4,Sales Executive,1,Divorced,8265,26236,2,Yes,14,3,2,3,23,6,1,27,2,5,9,Yes
269,35,Non-Travel,1058,Research & Development,28,4,Marketing,3,Female,30,3,1,Sales Representative,2,Divorced,7103,25430,5,No,21,4,2,3,12,6,4,30,5,11,4,Yes
270,35,Travel_Frequently,204,Research & Development,26,1,Marketing,4,Female,63,4,1,Human Resources,2,Married,12012,13639,1,No,24,3,1,1,0,3,2,7,2,3,6,No
271,19,Travel_Rarely,301,Sales,14,1,Technical Degree,3,Male,97,3,2,Sales Executive,3,Divorced,16900,7180,2,Yes,23,3,1,3,11,5,1,38,1,0,12,Yes
272,52,Travel_Rarely,549,Human Resources,16,3,Life Sciences,2,Male,50,4,3,Research Scientist,4,Divorced,3031,19763,0,No,23,3,3,0,23,4,3,27,13,5,0,No
273,33,Non-Travel,1389,Sales,14,4,Medical,1,Female,62,1,5,Manager,4,Divorced,18633,18192,8,Yes,21,3,3,0,36,3,4,15,14,7,5,No
274,58,Travel_Rarely,1009,Human Resources,9,1,Other,4,Male,36,3,1,Manager,2,Married,9519,19029,3,Yes,18,4,3,1,19,3,3,30,17,2,7,Yes
275,53,Non-Travel,309,Human Resources,4,4,Marketing,1,Female,94,4,3,Research Scientist,3,Single,9988,26599,5,No,21,3,3,3,5,4,3,15,9,11,8,No
276,50,Non-Travel,662,Human Resources,25,1,Medical,2,Male,32,2,5,Human Resources,4,Divorced,6299,7412,6,No,18,3,3,3,11,0,3,4,16,6,6,Yes
277,21,Travel_Frequently,1241,Research & Development,23,4,Marketing,3,Female,80,1,4,Manufacturing Director,4,Married,13952,6652,1,Yes,15,4,3,0,20,4,1,34,16,12,9,Yes
278,50,Travel_Frequently,812,Research & Development,11,3,Marketing,1,Male,83,1,3,Sales Representative,3,Divorced,4094,8834,7,Yes,14,3,2,0,2,1,4,24,3,11,7,Yes
279,31,Travel_Frequently,870,Human Resources,6,2,Other,2,Male,88,2,3,Manager,3,Married,3977,6451,8,No,12,4,1,3,26,6,1,12,10,6,1,No
280,38,Non-Travel,1207,Sales,15,3,Human Resources,2,Female,35,2,3,Laboratory Technician,4,Divorced,18346,24487,9,Yes,17,3,4,2,35,6,2,28,16,8,14,No
281,37,Travel_Frequently,553,Human Resources,5,1,Human Resources,1,Female,58,4,4,Research Director,4,Married,6725,9084,1,Yes,15,4,3,0,16,3,1,26,9,0,5,Yes
282,25,Travel_Rarely,766,Human Resources,11,3,Human Resources,4,Male,46,1,4,Sales Representative,1,Single,2268,14862,4,Yes,13,3,2,0,14,1,2,39,16,4,13,No
283,24,Travel_Rarely,728,Sales,25,2,Technical Degree,1,Male,89,4,3,Human Resources,1,Single,17161,22508,1,Yes,19,3,1,0,38,4,4,16,11,7,2,No
284,20,Non-Travel,486,Human Resources,18,3,Life Sciences,4,Female,51,2,2,Laboratory Technician,2,Single,17756,16692,4,Yes,19,3,1,1,3,6,4,36,9,12,0,No
285,34,Non-Travel,1473,Sales,13,1,Technical Degree,3,Female,53,1,1,Sales Executive,4,Divorced,8617,18748,6,No,21,3,1,3,16,5,1,37,9,12,0,No
286,50,Travel_Frequently,395,Research & Development,11,1,Medical,4,Male,80,2,4,Research Scientist,3,Married,16032,4655,5,Yes,21,4,3,3,37,4,1,28,5,2,13,No
287,29,Non-Travel,357,Research & Development,14,3,Technical Degree,3,Male,79,4,2,Sales Executive,3,Divorced,13934,26984,3,Yes,20,3,3,3,10,2,3,33,16,4,0,No
288,39,Non-Travel,1204,Sales,28,2,Medical,1,Female,40,4,4,Healthcare Representative,4,Divorced,12885,9433,1,No,24,4,4,0,11,1,2,29,1,13,0,No
289,39,Travel_Rarely,367,Research & Development,18,3,Medical,3,Female,85,4,3,Research Scientist,2,Married,10796,3314,6,No,21,4,3,3,31,6,3,30,3,0,3,No
290,47,Travel_Rarely,518,Research & Development,27,2,Life Sciences,2,Female,71,1,2,Laboratory Technician,3,Divorced,7279,16902,9,No,18,4,1,3,26,2,3,21,17,8,11,No
291,55,Travel_Frequently,334,Sales,28,4,Other,3,Female,68,2,5,Research Director,4,Married,1095,7272,8,Yes,11,4,1,3,26,1,4,24,3,3,14,No
292,55,Non-Travel,1434,Research & Development,25,2,Life Sciences,4,Female,98,2,1,Healthcare Representative,4,Married,16478,2218,0,Yes,22,3,2,1,39,5,1,3,5,4,3,No
293,25,Non-Travel,1085,Human Resources,28,4,Human Resources,4,Male,77,4,1,Manufacturing Director,2,Single,8021,6703,2,No,13,3,2,1,28,2,4,34,13,2,9,No
294,44,Travel_Rarely,1480,Human Resources,19,3,Human Resources,4,Male,86,4,4,Healthcare Representative,4,Single,16185,17994,6,No,12,3,4,0,8,2,1,8,6,13,10,No
295,44,Non-Travel,1336,Sales,24,2,Technical Degree,3,Female,50,4,1,Manager,3,Single,6868,23515,8,No,14,3,2,3,2,1,4,25,11,1,5,No
296,51,Travel_Rarely,673,Research & Development,27,4,Medical,4,Male,49,4,5,Sales Representative,1,Married,14071,3539,4,No,12,3,4,0,38,4,4,26,1,11,9,No
297,38,Travel_Frequently,148,Human Resources,15,4,Marketing,4,Male,44,3,2,Human Resources,2,Single,9041,21817,6,No,22,3,2,0,28,0,4,26,17,13,11,Yes
298,47,Travel_Rarely,1250,Human Resources,9,4,Marketing,2,Female,98,3,2,Sales Executive,4,Married,17515,15145,9,Yes,21,4,1,0,20,4,2,17,12,6,2,No
299,50,Non-Travel,322,Research & Development,8,1,Medical,3,Male,80,3,3,Manufacturing Director,2,Divorced,12307,19986,6,No,18,4,3,0,34,0,4,29,12,10,14,No
300,45,Travel_Frequently,1020,Research & Development,20,3,Life Sciences,2,Male,91,4,2,Human Resources,4,Single,8290,21088,3,Yes,11,3,3,0,9,1,2,30,4,4,15,Yes
301,50,Travel_Rarely,1402,Human Resources,28,4,Other,4,Male,66,4,4,Healthcare Representative,1,Married,16495,7064,4,Yes,14,3,4,0,22,3,4,2,6,10,9,Yes
302,22,Travel_Rarely,1417,Human Resources,1,2,Life Sciences,4,Female,35,2,5,Research Director,2,Married,7516,15788,1,No,15,3,3,1,38,4,1,28,11,9,10,No
303,36,Travel_Frequently,376,Sales,4,4,Medical,4,Female,55,1,3,Sales Executive,4,Married,10341,22032,7,No,24,4,3,2,24,2,2,6,13,13,15,Yes
304,21,Travel_Frequently,1230,Sales,14,1,Medical,3,Male,37,2,4,Manufacturing Director,1,Married,12702,19489,0,No,20,3,2,1,23,4,1,17,0,2,16,No
305,52,Travel_Rarely,519,Human Resources,25,3,Other,1,Male,33,3,4,Human Resources,3,Single,1807,24120,1,No,14,3,1,0,19,1,1,15,9,14,13,No
